4265;0;4;26
4267;0;7;52
4273;0;8;22
4277;0;1;96
4284;0;0;20
4303;0;6;28
4311;0;7;20
4317;0;4;28
4325;0;3;112
4343;0;6;18
4366;0;2;34
4375;0;1;18
4377;0;7;50
4383;0;8;18
4387;0;4;44
4409;0;3;34
4411;0;6;32
4414;0;0;108
4422;0;5;162
4432;0;2;38
4448;0;9;136
4461;0;0;20
4467;0;3;32
4475;0;7;54
4479;0;8;26
4493;0;1;14
4507;0;0;30
4517;0;6;72
4522;0;5;62
4532;0;2;58
4537;0;8;14
4559;0;7;48
4567;0;4;96
4574;0;9;82
4580;0;3;73
4587;0;1;14
4596;0;2;34
4601;0;8;36
4609;0;0;68
4612;0;5;60
4615;0;1;12
4618;0;3;18
4621;0;4;16
4624;0;9;16
4631;0;6;36
4633;0;7;14
4640;0;2;26
4671;0;8;26
4679;0;6;26
4686;0;3;52
4697;0;1;32
4703;0;9;53
4708;0;0;29
4711;0;6;22
4719;0;8;28
4738;0;5;54
4759;0;9;24
4773;0;4;18
4776;0;3;14
4787;0;6;60
4789;0;7;68
4802;0;2;104
4815;0;1;70
4819;0;8;42
4826;0;0;44
4839;0;6;22
4843;0;9;44
4846;0;5;44
4861;0;7;28
4876;0;0;30
4879;0;8;36
4885;0;6;18
4891;0;1;54
4906;0;3;44
4921;0;7;38
4930;0;5;52
4935;0;4;76
4947;0;8;28
4956;0;3;26
4969;0;6;46
4980;0;2;44
4983;0;7;44
4989;0;8;20
4993;0;9;20
4996;0;5;48
5003;0;0;111
5016;0;3;32
5029;0;7;10
5035;0;1;130
5038;0;5;14
5051;0;8;42
5056;0;2;34
5071;0;4;30
5073;0;9;46
5079;0;6;76
5085;0;0;14
5099;0;7;40
5108;0;3;64
5121;0;1;24
5124;0;5;56
5139;0;0;22
5143;0;9;50
5159;0;4;34
5173;0;8;68
5179;0;6;20
5186;0;2;24
5190;0;3;58
5195;0;7;74
5215;0;4;40
5224;0;5;80
5227;0;0;28
5237;0;7;30
5262;0;9;75
5267;0;6;64
5274;0;5;34
5282;0;7;19
5294;0;3;60
5301;0;1;134
5304;0;2;92
5308;0;9;28
5321;0;8;12
5331;0;4;80
5336;0;3;22
5341;0;6;48
5344;0;5;40
5361;0;0;106
5370;0;9;32
5376;0;7;46
5382;0;2;48
5384;0;8;20
5404;0;9;18
5411;0;0;22
5416;0;3;62
5418;0;5;24
5423;0;6;22
5426;0;7;16
5429;0;4;60
5432;0;1;105
5438;0;2;40
5450;0;8;30
5461;0;7;16
5471;0;6;32
5480;0;2;24
5485;0;4;34
5489;0;0;62
5494;0;5;14
5502;0;9;30
5529;0;6;22
5538;0;3;70
5543;0;4;38
5552;0;2;36
5557;0;7;46
5560;0;1;72
5570;0;8;36
5578;0;5;16
5600;0;9;48
5608;0;6;43
5616;0;0;87
5626;0;5;22
5634;0;2;56
5640;0;8;30
5645;0;7;48
5656;0;6;22
5659;0;4;66
5674;0;0;12
5686;0;1;110
5694;0;4;17
5700;0;2;18
5710;0;0;16
5712;0;8;42
5718;0;3;72
5724;0;5;84
5726;0;9;106
5746;0;6;48
5751;0;7;60
5754;0;8;14
5758;0;9;12
5768;0;1;48
5778;0;0;16
5782;0;3;46
5790;0;2;40
5796;0;4;74
5814;0;6;46
5816;0;9;28
5820;0;8;34
5826;0;5;26
5834;0;4;22
5838;0;2;32
5843;0;7;50
5854;0;1;50
5858;0;9;26
5864;0;8;22
5870;0;3;24
5876;0;5;40
5912;0;6;74
5916;0;5;16
5926;0;4;12
5938;0;0;112
5950;0;3;20
5956;0;8;70
5960;0;1;78
5963;0;6;19
5970;0;5;38
5974;0;9;38
5979;0;7;118
5999;0;6;12
6018;0;4;40
6034;0;3;50
6036;0;5;42
6038;0;8;36
6040;0;9;24
6047;0;7;14
6052;0;2;82
6064;0;0;66
6074;0;4;30
6080;0;3;12
6083;0;6;26
6099;0;1;52
6116;0;0;22
6122;0;9;40
6127;0;5;41
6132;0;3;22
6146;0;4;42
6158;0;8;78
6173;0;1;40
6179;0;6;82
6187;0;7;41
6190;0;4;28
6192;0;9;52
6216;0;3;64
6219;0;5;50
6226;0;2;76
6230;0;0;72
6234;0;8;46
6239;0;1;24
6249;0;7;26
6262;0;9;30
6283;0;6;24
6289;0;4;81
6291;0;5;14
6302;0;2;32
6308;0;9;16
6312;0;3;68
6319;0;4;14
6322;0;8;42
6327;0;6;28
6333;0;1;38
6337;0;7;76
6342;0;0;28
6357;0;5;32
6364;0;2;18
6366;0;3;18
6372;0;8;22
6385;0;4;30
6399;0;6;40
6410;0;0;40
6418;0;2;24
6423;0;7;44
6432;0;9;102
6439;0;4;26
6447;0;6;16
6452;0;0;16
6464;0;3;64
6471;0;5;64
6481;0;4;22
6486;0;0;22
6488;0;8;50
6491;0;1;42
6493;0;7;32
6504;0;2;38
6525;0;6;50
6540;0;9;24
6543;0;4;38
6550;0;2;18
6563;0;1;28
6573;0;5;60
6583;0;6;16
6593;0;7;74
6602;0;2;26
6610;0;8;108
6621;0;3;48
6629;0;4;66
6641;0;1;24
6646;0;9;58
6656;0;0;74
6661;0;6;48
6665;0;7;46
6675;0;4;30
6689;0;5;30
6699;0;3;14
6711;0;1;22
6715;0;4;16
6720;0;0;54
6723;0;7;30
6738;0;2;62
6740;0;9;26
6762;0;8;36
6767;0;1;20
6778;0;7;34
6780;0;9;24
6785;0;4;24
6789;0;5;48
6797;0;6;106
6806;0;0;42
6810;0;2;38
6815;0;3;76
6832;0;8;32
6840;0;9;24
6846;0;0;26
6853;0;4;46
6857;0;5;46
6861;0;6;36
6874;0;2;44
6888;0;7;90
6896;0;8;34
6903;0;6;26
6911;0;4;38
6915;0;9;45
6921;0;1;28
6924;0;0;28
6939;0;5;54
6942;0;7;30
6956;0;8;24
6962;0;2;46
6965;0;9;30
6969;0;4;22
6977;0;1;14
6980;0;0;36
6982;0;7;22
6993;0;3;126
6997;0;6;48
7004;0;0;10
7006;0;8;28
7021;0;5;38
7029;0;4;38
7049;0;3;28
7057;0;9;44
7065;0;5;24
7068;0;2;72
7073;0;1;72
7086;0;0;22
7090;0;7;60
7098;0;8;60
7105;0;4;54
7109;0;5;30
7118;0;2;16
7125;0;6;80
7138;0;9;65
7143;0;3;60
7152;0;8;30
7166;0;0;70
7170;0;7;38
7173;0;1;56
7187;0;4;32
7193;0;6;28
7200;0;5;58
7206;0;1;20
7210;0;2;60
7222;0;9;50
7228;0;0;18
7232;0;6;25
7236;0;8;37
7241;0;4;24
7244;0;5;14
7248;0;1;28
7270;0;2;18
7279;0;7;22
7288;0;1;28
7292;0;8;26
7294;0;9;54
7313;0;3;144
7321;0;4;34
7324;0;5;20
7330;0;9;12
7334;0;2;26
7337;0;0;26
7339;0;7;26
7342;0;1;16
7361;0;6;60
7381;0;4;34
7390;0;0;29
7392;0;1;36
7402;0;2;52
7408;0;5;20
7426;0;9;60
7436;0;8;78
7446;0;0;32
7448;0;5;18
7469;0;4;62
7472;0;7;63
7476;0;3;99
7502;0;8;32
7506;0;0;26
7512;0;9;38
7518;0;1;24
7526;0;3;24
7534;0;2;50
7537;0;6;78
7549;0;4;30
7556;0;0;20
7558;0;1;14
7566;0;3;20
7568;0;7;62
7580;0;2;18
7586;0;8;54
7597;0;4;32
7606;0;7;16
7614;0;1;20
7622;0;0;34
7626;0;5;76
7630;0;9;20
7638;0;7;22
7642;0;8;36
7645;0;4;22
7656;0;1;16
7671;0;6;24
7674;0;3;92
7680;0;2;84
7688;0;7;28
7690;0;9;26
7704;0;0;54
7712;0;1;38
7719;0;6;16
7735;0;4;52
7746;0;0;16
7757;0;8;58
7768;0;1;28
7772;0;9;20
7776;0;5;18
7785;0;6;48
7796;0;2;46
7804;0;3;60
7808;0;7;98
7810;0;9;18
7817;0;1;17
7822;0;4;53
7829;0;8;48
7836;0;0;38
7838;0;2;22
7862;0;3;32
7866;0;5;32
7872;0;0;22
7882;0;4;30
7886;0;7;26
7901;0;9;54
7907;0;1;44
7922;0;2;64
7929;0;8;64
7936;0;0;20
7946;0;3;56
7950;0;7;14
7954;0;4;28
7961;0;1;16
7969;0;6;132
7977;0;8;26
7984;0;3;22
7996;0;0;18
8000;0;5;108
8002;0;7;18
8021;0;1;32
8025;0;9;72
8030;0;3;28
8035;0;6;36
8040;0;2;74
8045;0;8;52
8048;0;4;44
8050;0;7;24
8060;0;0;42
8071;0;1;26
8090;0;2;26
8092;0;5;50
8095;0;9;28
8108;0;3;56
8130;0;7;36
8140;0;4;60
8150;0;0;74
8153;0;1;70
8185;0;8;98
