9169;540;7;3;1;5;0
9253;545;4;3;1;5;0
9320;549;2;2;8;5;0
9401;554;0;2;8;5;0
9406;554;3;3;1;5;0
9526;560;9;3;1;5;0
9634;567;2;3;1;5;0
9660;568;7;2;8;5;0
9707;571;4;2;8;5;0
9709;571;5;3;1;5;0
9744;573;8;3;1;5;0
9818;578;3;2;8;5;0
9983;588;0;3;1;5;0
10234;602;9;2;8;5;0
10272;605;2;2;8;5;0
10318;608;0;2;8;5;0
10415;613;4;3;1;5;0
10542;620;5;2;8;5;0
10614;624;7;3;1;5;0
10675;628;1;3;1;5;0
10737;631;8;2;8;5;0
10788;634;9;3;1;5;0
10851;638;7;2;8;5;0
10892;641;2;3;1;5;0
10976;646;0;3;1;5;0
11040;650;1;2;8;5;0
11044;650;3;3;1;5;0
11196;659;2;2;8;5;0
11260;662;9;2;8;5;0
11301;665;4;2;8;5;0
11308;665;8;3;1;5;0
11487;676;3;2;8;5;0
11525;678;5;3;1;5;0
11578;681;6;3;1;5;0
11654;686;1;3;1;5;0
11777;693;4;3;1;5;0
11783;693;8;2;8;5;0
11823;696;0;2;8;5;0
11859;698;1;2;8;5;0
11983;705;6;2;8;5;0
12032;708;5;2;8;5;0
12071;710;7;3;1;5;0
12258;721;6;3;1;5;0
12294;723;8;3;1;5;0
12419;730;9;3;1;5;0
12460;733;2;3;1;5;0
12636;743;4;2;8;5;0
12690;746;5;3;1;5;0
12765;750;7;2;8;5;0
12803;752;9;2;8;5;0
12822;754;0;3;1;5;0
12976;763;2;2;8;5;0
13000;764;7;3;1;5;0
13018;766;0;2;8;5;0
13085;770;1;3;1;5;0
13093;770;5;2;8;5;0
13148;773;6;2;8;5;0
13180;775;4;3;1;5;0
13223;777;8;2;8;5;0
13307;782;3;3;1;5;0
13374;786;1;2;8;5;0
13545;796;0;3;1;5;0
13569;797;4;2;8;5;0
13595;798;9;3;1;5;0
13686;804;5;3;1;5;0
13769;809;6;3;1;5;0
13910;818;3;2;8;5;0
13951;820;7;2;8;5;0
14100;829;8;3;1;5;0
14150;832;7;3;1;5;0
14182;834;5;2;8;5;0
14222;836;9;2;8;5;0
14228;837;2;3;1;5;0
14277;840;0;2;8;5;0
14295;841;4;3;1;5;0
14456;850;7;2;8;5;0
14566;857;1;3;1;5;0
14579;857;8;2;8;5;0
14644;861;6;2;8;5;0
14758;868;0;3;1;5;0
14798;870;3;3;1;5;0
14911;877;1;2;8;5;0
14970;880;5;3;1;5;0
15008;882;7;3;1;5;0
15017;883;2;2;8;5;0
15153;891;4;2;8;5;0
15179;892;9;3;1;5;0
15206;894;5;2;8;5;0
15229;895;8;3;1;5;0
15289;899;2;3;1;5;0
15338;902;0;2;8;5;0
15487;910;5;3;1;5;0
15529;912;9;2;8;5;0
15570;915;1;3;1;5;0
15682;921;4;3;1;5;0
15723;923;8;2;8;5;0
15874;932;7;2;8;5;0
15943;937;1;2;8;5;0
15950;937;6;3;1;5;0
16173;951;4;2;8;5;0
16202;953;1;3;1;5;0
16224;954;3;2;8;5;0
16341;961;0;3;1;5;0
16352;961;6;2;8;5;0
16521;971;1;2;8;5;0
16606;975;8;3;1;5;0
16703;981;2;2;8;5;0
16728;982;7;3;1;5;0
16756;984;5;2;8;5;0
16835;989;1;3;1;5;0
16898;992;9;3;1;5;0
16956;996;5;3;1;5;0
17102;1005;1;2;8;5;0
17108;1005;4;3;1;5;0
17173;1009;2;3;1;5;0
17209;1011;6;3;1;5;0
17313;1017;7;2;8;5;0
17350;1019;8;2;8;5;0
17473;1027;0;2;8;5;0
17526;1030;3;3;1;5;0
17550;1031;6;2;8;5;0
17577;1033;1;3;1;5;0
17763;1043;7;3;1;5;0
17854;1049;0;3;1;5;0
17858;1049;2;2;8;5;0
17933;1053;6;3;1;5;0
17986;1056;5;2;8;5;0
18007;1057;8;3;1;5;0
18132;1065;1;2;8;5;0
18187;1068;5;3;1;5;0
18211;1069;8;2;8;5;0
18371;1079;4;2;8;5;0
18461;1084;9;2;8;5;0
18524;1088;5;2;8;5;0
18540;1089;4;3;1;5;0
18671;1097;2;3;1;5;0
18691;1098;3;2;8;5;0
18776;1103;4;2;8;5;0
18815;1105;6;2;8;5;0
18881;1109;1;3;1;5;0
19025;1117;6;3;1;5;0
19146;1124;9;3;1;5;0
19284;1133;0;2;8;5;0
19298;1133;8;3;1;5;0
19425;1141;4;3;1;5;0
19553;1148;5;3;1;5;0
19561;1149;1;2;8;5;0
19605;1151;8;2;8;5;0
19667;1155;2;2;8;5;0
19708;1157;6;2;8;5;0
19799;1163;0;3;1;5;0
19871;1166;9;2;8;5;0
20051;1177;8;3;1;5;0
20110;1181;0;2;8;5;0
20118;1181;6;3;1;5;0
20234;1188;5;2;8;5;0
20244;1189;1;3;1;5;0
20437;1201;1;2;8;5;0
20544;1207;2;3;1;5;0
20551;1207;6;2;8;5;0
20633;1212;3;3;1;5;0
20670;1214;5;3;1;5;0
20686;1215;4;2;8;5;0
20713;1217;0;3;1;5;0
20774;1220;7;2;8;5;0
20818;1223;2;2;8;5;0
21112;1240;7;3;1;5;0
21212;1246;3;2;8;5;0
21261;1249;4;3;1;5;0
21355;1255;1;3;1;5;0
21450;1260;9;3;1;5;0
21452;1261;0;2;8;5;0
21523;1265;2;3;1;5;0
21615;1270;5;2;8;5;0
21698;1275;4;2;8;5;0
21859;1284;3;3;1;5;0
21870;1284;9;2;8;5;0
21972;1290;7;2;8;5;0
22011;1293;0;3;1;5;0
22048;1295;1;2;8;5;0
22173;1302;7;3;1;5;0
22221;1305;4;3;1;5;0
22314;1311;0;2;8;5;0
22316;1311;1;3;1;5;0
22427;1317;6;3;1;5;0
22452;1319;2;2;8;5;0
22507;1322;5;3;1;5;0
22556;1325;4;2;8;5;0
22596;1327;8;2;8;5;0
22674;1332;3;2;8;5;0
22797;1338;9;3;1;5;0
22861;1342;7;2;8;5;0
22987;1349;6;2;8;5;0
23124;1357;8;3;1;5;0
23200;1362;3;3;1;5;0
23212;1362;9;2;8;5;0
23281;1367;0;3;1;5;0
23401;1374;3;2;8;5;0
23466;1378;5;2;8;5;0
23472;1378;9;3;1;5;0
23505;1381;0;2;8;5;0
23511;1381;4;3;1;5;0
23636;1389;1;2;8;5;0
23644;1389;6;3;1;5;0
23678;1391;8;2;8;5;0
23764;1396;9;2;8;5;0
23837;1401;1;3;1;5;0
23926;1406;3;3;1;5;0
24113;1417;2;3;1;5;0
24143;1419;1;2;8;5;0
24170;1420;7;3;1;5;0
24187;1421;6;2;8;5;0
24447;1436;5;3;1;5;0
24564;1443;4;2;8;5;0
24591;1445;0;3;1;5;0
24665;1449;2;2;8;5;0
24726;1452;9;3;1;5;0
24806;1457;6;3;1;5;0
24872;1461;2;3;1;5;0
24913;1463;8;3;1;5;0
24968;1467;0;2;8;5;0
25009;1469;4;3;1;5;0
25012;1469;6;2;8;5;0
25098;1474;9;2;8;5;0
25239;1483;0;3;1;5;0
25262;1484;5;2;8;5;0
25342;1489;2;2;8;5;0
25385;1491;8;2;8;5;0
25469;1497;1;3;1;5;0
25546;1501;6;3;1;5;0
25564;1502;7;2;8;5;0
25613;1505;8;3;1;5;0
25659;1508;5;3;1;5;0
25667;1509;0;2;8;5;0
25709;1511;4;2;8;5;0
25759;1514;3;2;8;5;0
25945;1525;1;2;8;5;0
25972;1526;7;3;1;5;0
26106;1534;5;2;8;5;0
26114;1534;9;3;1;5;0
26219;1541;0;3;1;5;0
26254;1543;1;3;1;5;0
26267;1543;8;2;8;5;0
26358;1549;2;3;1;5;0
26426;1553;4;3;1;5;0
26475;1556;5;3;1;5;0
26478;1556;7;2;8;5;0
26538;1560;3;3;1;5;0
26585;1562;9;2;8;5;0
26664;1567;6;2;8;5;0
26777;1574;3;2;8;5;0
26859;1579;2;2;8;5;0
26893;1581;4;2;8;5;0
26953;1585;0;2;8;5;0
26963;1585;6;3;1;5;0
27014;1588;5;2;8;5;0
27194;1598;7;3;1;5;0
27304;1605;4;3;1;5;0
27433;1613;0;3;1;5;0
27442;1613;6;2;8;5;0
27524;1618;5;3;1;5;0
27606;1623;2;3;1;5;0
27610;1623;4;2;8;5;0
27795;1634;3;3;1;5;0
27803;1635;0;2;8;5;0
27850;1637;8;3;1;5;0
27872;1639;1;2;8;5;0
27917;1641;6;3;1;5;0
28040;1648;5;2;8;5;0
28090;1651;2;2;8;5;0
28208;1657;9;3;1;5;0
28236;1659;6;2;8;5;0
28492;1674;5;3;1;5;0
28578;1679;8;2;8;5;0
28640;1683;6;3;1;5;0
28660;1684;7;2;8;5;0
28706;1687;2;3;1;5;0
28800;1692;5;2;8;5;0
28817;1693;4;3;1;5;0
28928;1699;6;2;8;5;0
28947;1700;8;3;1;5;0
29037;1705;9;2;8;5;0
29083;1708;7;3;1;5;0
29144;1712;3;2;8;5;0
29157;1713;0;3;1;5;0
29287;1720;8;2;8;5;0
29303;1721;9;3;1;5;0
29430;1729;2;2;8;5;0
29487;1732;7;2;8;5;0
29543;1736;5;3;1;5;0
29659;1743;1;3;1;5;0
29693;1745;0;2;8;5;0
29738;1747;6;3;1;5;0
29884;1756;3;3;1;5;0
29925;1758;8;3;1;5;0
29944;1759;9;2;8;5;0
29993;1762;5;2;8;5;0
29996;1762;7;3;1;5;0
30079;1767;4;2;8;5;0
30155;1771;6;2;8;5;0
30216;1775;1;2;8;5;0
30252;1777;2;3;1;5;0
30373;1784;5;3;1;5;0
30440;1788;3;2;8;5;0
30487;1791;1;3;1;5;0
30596;1797;9;3;1;5;0
30610;1798;7;2;8;5;0
30713;1804;8;2;8;5;0
30786;1809;2;2;8;5;0
30793;1809;6;3;1;5;0
31005;1822;3;3;1;5;0
31035;1823;9;2;8;5;0
31119;1828;7;3;1;5;0
31193;1833;2;3;1;5;0
31236;1835;6;2;8;5;0
31267;1837;4;3;1;5;0
31359;1842;8;3;1;5;0
31362;1843;1;2;8;5;0
31434;1847;2;2;8;5;0
31500;1851;0;3;1;5;0
31577;1855;6;3;1;5;0
31624;1858;3;2;8;5;0
31748;1865;9;3;1;5;0
31758;1866;5;2;8;5;0
31858;1872;3;3;1;5;0
31933;1876;8;2;8;5;0
32076;1885;2;3;1;5;0
32210;1893;1;3;1;5;0
32271;1896;5;3;1;5;0
32315;1899;0;2;8;5;0
32473;1908;3;2;8;5;0
32550;1912;8;3;1;5;0
32692;1921;1;2;8;5;0
32736;1923;6;2;8;5;0
32748;1924;3;3;1;5;0
32928;1935;0;3;1;5;0
32961;1937;1;3;1;5;0
33016;1940;3;2;8;5;0
33093;1944;7;2;8;5;0
33138;1947;2;2;8;5;0
33181;1949;6;3;1;5;0
33343;1959;1;2;8;5;0
33442;1965;0;2;8;5;0
33532;1970;3;3;1;5;0
33559;1971;9;2;8;5;0
33574;1972;7;3;1;5;0
33615;1975;2;3;1;5;0
33618;1975;4;2;8;5;0
33690;1979;6;2;8;5;0
33715;1981;0;3;1;5;0
33810;1986;5;2;8;5;0
33877;1990;7;2;8;5;0
33892;1991;6;3;1;5;0
33910;1992;8;2;8;5;0
33998;1997;9;3;1;5;0
34091;2003;4;3;1;5;0
34186;2009;2;2;8;5;0
34379;2020;3;2;8;5;0
34383;2020;5;3;1;5;0
34466;2025;6;2;8;5;0
34572;2031;9;2;8;5;0
34594;2033;1;3;1;5;0
34691;2038;5;2;8;5;0
34727;2040;7;3;1;5;0
34871;2049;1;2;8;5;0
34913;2051;6;3;1;5;0
34965;2054;8;3;1;5;0
35088;2061;9;3;1;5;0
35106;2063;0;2;8;5;0
35243;2070;7;2;8;5;0
35396;2079;4;2;8;5;0
35410;2080;3;3;1;5;0
35461;2083;2;3;1;5;0
35609;2091;9;2;8;5;0
35655;2094;5;3;1;5;0
35701;2097;0;3;1;5;0
35756;2100;3;2;8;5;0
35763;2100;7;3;1;5;0
35874;2107;1;3;1;5;0
35928;2110;5;2;8;5;0
36002;2114;8;2;8;5;0
36056;2117;9;3;1;5;0
36086;2119;6;2;8;5;0
36150;2123;4;3;1;5;0
36203;2126;5;3;1;5;0
36284;2131;2;2;8;5;0
36302;2132;3;3;1;5;0
36453;2141;4;2;8;5;0
36564;2147;9;2;8;5;0
36604;2150;3;2;8;5;0
36617;2151;2;3;1;5;0
36649;2153;0;2;8;5;0
36679;2154;8;3;1;5;0
36713;2157;1;2;8;5;0
36806;2162;7;2;8;5;0
36856;2165;4;3;1;5;0
36911;2168;5;2;8;5;0
36971;2171;9;3;1;5;0
36985;2172;8;2;8;5;0
37058;2177;2;2;8;5;0
37095;2179;4;2;8;5;0
37099;2179;6;3;1;5;0
37192;2185;1;3;1;5;0
37308;2191;9;2;8;5;0
37391;2197;1;2;8;5;0
37522;2204;7;3;1;5;0
37578;2208;3;3;1;5;0
37627;2211;2;3;1;5;0
37673;2213;9;3;1;5;0
37798;2221;4;3;1;5;0
37922;2228;8;3;1;5;0
38003;2233;6;2;8;5;0
38115;2239;9;2;8;5;0
38189;2244;3;2;8;5;0
38237;2247;1;3;1;5;0
38241;2247;4;2;8;5;0
38347;2253;6;3;1;5;0
38378;2255;2;2;8;5;0
38507;2262;5;3;1;5;0
38549;2265;1;2;8;5;0
38655;2271;2;3;1;5;0
38696;2273;6;2;8;5;0
38757;2277;0;3;1;5;0
38789;2278;8;2;8;5;0
38834;2281;4;3;1;5;0
38971;2289;2;2;8;5;0
39037;2293;0;2;8;5;0
39078;2295;4;2;8;5;0
39376;2312;8;3;1;5;0
39461;2317;9;3;1;5;0
39612;2326;7;2;8;5;0
39686;2331;1;3;1;5;0
39699;2331;9;2;8;5;0
39722;2333;2;3;1;5;0
39762;2335;6;3;1;5;0
39810;2338;5;2;8;5;0
39943;2346;3;3;1;5;0
39957;2347;2;2;8;5;0
40074;2353;9;3;1;5;0
40182;2360;7;3;1;5;0
40189;2361;1;2;8;5;0
40257;2365;2;3;1;5;0
40437;2375;6;2;8;5;0
40613;2386;3;2;8;5;0
40625;2387;0;3;1;5;0
40663;2389;1;3;1;5;0
40664;2389;2;2;8;5;0
40727;2392;8;2;8;5;0
40735;2393;4;3;1;5;0
40776;2395;6;3;1;5;0
40985;2408;3;3;1;5;0
41019;2410;5;3;1;5;0
41043;2411;9;2;8;5;0
41129;2416;7;2;8;5;0
41194;2420;8;3;1;5;0
41200;2421;1;2;8;5;0
41235;2423;2;3;1;5;0
41241;2423;6;2;8;5;0
41392;2432;5;2;8;5;0
41510;2439;7;3;1;5;0
41539;2441;4;2;8;5;0
41572;2443;1;3;1;5;0
41676;2449;0;2;8;5;0
41756;2453;6;3;1;5;0
41861;2459;9;3;1;5;0
41881;2461;1;2;8;5;0
41925;2463;4;3;1;5;0
42013;2468;5;3;1;5;0
42062;2471;2;2;8;5;0
42181;2477;9;2;8;5;0
42224;2480;3;2;8;5;0
42304;2485;0;3;1;5;0
42373;2489;1;3;1;5;0
42449;2493;7;2;8;5;0
42519;2497;4;2;8;5;0
42678;2506;3;3;1;5;0
42755;2510;5;2;8;5;0
42841;2515;6;2;8;5;0
42843;2515;7;3;1;5;0
43002;2525;0;2;8;5;0
43005;2525;2;3;1;5;0
43103;2531;1;2;8;5;0
43146;2533;6;3;1;5;0
43240;2539;2;2;8;5;0
43244;2539;4;3;1;5;0
43296;2542;5;3;1;5;0
43301;2542;8;2;8;5;0
43388;2547;9;3;1;5;0
43395;2548;3;2;8;5;0
43653;2563;7;2;8;5;0
43692;2565;9;2;8;5;0
43699;2566;3;3;1;5;0
43748;2569;0;3;1;5;0
43796;2571;6;2;8;5;0
43878;2576;5;2;8;5;0
43900;2577;7;3;1;5;0
43924;2579;0;2;8;5;0
43963;2581;4;2;8;5;0
43986;2582;8;3;1;5;0
44127;2591;0;3;1;5;0
44175;2593;6;3;1;5;0
44237;2597;2;3;1;5;0
44306;2601;4;3;1;5;0
44413;2607;7;2;8;5;0
44450;2609;9;3;1;5;0
44606;2619;1;3;1;5;0
44722;2625;9;2;8;5;0
44773;2629;2;2;8;5;0
44836;2633;0;2;8;5;0
44873;2635;4;2;8;5;0
44910;2637;7;3;1;5;0
44971;2641;3;2;8;5;0
45011;2643;9;3;1;5;0
45061;2646;6;2;8;5;0
45109;2649;4;3;1;5;0
45150;2651;7;2;8;5;0
45231;2656;5;3;1;5;0
45237;2656;8;2;8;5;0
45312;2661;2;3;1;5;0
45325;2661;9;2;8;5;0
45381;2665;3;3;1;5;0
45445;2669;0;3;1;5;0
45615;2679;1;2;8;5;0
45626;2679;7;3;1;5;0
45649;2681;2;2;8;5;0
45674;2682;6;3;1;5;0
45707;2684;5;2;8;5;0
45830;2691;3;2;8;5;0
45892;2694;8;3;1;5;0
45938;2697;4;2;8;5;0
46004;2701;1;3;1;5;0
46039;2703;2;3;1;5;0
46281;2717;1;2;8;5;0
46440;2726;5;3;1;5;0
46494;2729;7;2;8;5;0
46698;2741;9;3;1;5;0
46714;2742;8;2;8;5;0
46793;2747;3;3;1;5;0
46829;2749;2;2;8;5;0
46940;2755;7;3;1;5;0
46962;2757;0;2;8;5;0
47122;2766;5;2;8;5;0
47240;2773;2;3;1;5;0
47253;2773;9;2;8;5;0
47348;2779;6;2;8;5;0
47370;2781;0;3;1;5;0
47446;2785;4;3;1;5;0
47516;2789;2;2;8;5;0
47610;2795;0;2;8;5;0
47648;2797;3;2;8;5;0
47673;2798;8;3;1;5;0
47724;2801;6;3;1;5;0
47784;2805;1;3;1;5;0
47964;2815;4;2;8;5;0
48039;2819;9;3;1;5;0
48086;2822;8;2;8;5;0
48152;2827;0;3;1;5;0
48299;2835;6;2;8;5;0
48330;2837;4;3;1;5;0
48373;2839;9;2;8;5;0
48455;2845;1;2;8;5;0
48479;2846;5;3;1;5;0
48632;2855;6;3;1;5;0
48700;2859;3;3;1;5;0
48708;2859;7;2;8;5;0
48852;2868;5;2;8;5;0
48895;2871;2;3;1;5;0
48934;2873;4;2;8;5;0
48939;2873;7;3;1;5;0
49015;2877;9;3;1;5;0
49141;2884;8;3;1;5;0
49244;2890;5;3;1;5;0
49394;2899;1;3;1;5;0
49434;2901;4;3;1;5;0
49446;2902;0;2;8;5;0
49550;2907;6;2;8;5;0
49613;2911;2;2;8;5;0
49693;2915;7;2;8;5;0
49775;2920;5;2;8;5;0
49830;2923;6;3;1;5;0
49860;2925;3;2;8;5;0
49918;2928;8;2;8;5;0
49932;2929;7;3;1;5;0
50059;2937;1;2;8;5;0
50061;2937;2;3;1;5;0
50207;2946;0;3;1;5;0
50264;2949;3;3;1;5;0
50365;2955;4;2;8;5;0
50406;2957;9;2;8;5;0
50496;2963;2;2;8;5;0
50592;2968;8;3;1;5;0
50606;2969;7;2;8;5;0
50698;2975;2;3;1;5;0
50767;2979;3;2;8;5;0
50829;2983;1;3;1;5;0
50870;2985;4;3;1;5;0
51003;2993;2;2;8;5;0
51060;2996;5;3;1;5;0
51117;2999;7;3;1;5;0
51175;3003;1;2;8;5;0
51248;3007;3;3;1;5;0
51275;3009;0;2;8;5;0
51382;3015;7;2;8;5;0
51431;3018;6;2;8;5;0
51507;3023;1;3;1;5;0
51611;3029;3;2;8;5;0
51651;3031;9;3;1;5;0
51743;3037;1;2;8;5;0
51784;3039;4;2;8;5;0
51844;3043;2;3;1;5;0
51899;3046;5;2;8;5;0
51900;3046;6;3;1;5;0
51943;3048;8;2;8;5;0
52014;3053;0;3;1;5;0
52123;3059;3;3;1;5;0
52184;3063;1;3;1;5;0
52246;3066;5;3;1;5;0
52342;3071;9;2;8;5;0
52360;3072;8;3;1;5;0
52465;3078;7;3;1;5;0
52508;3081;1;2;8;5;0
52634;3088;5;2;8;5;0
52711;3093;1;3;1;5;0
52712;3093;2;2;8;5;0
52810;3098;7;2;8;5;0
52912;3104;6;2;8;5;0
52933;3105;9;3;1;5;0
53019;3111;0;2;8;5;0
53085;3114;8;2;8;5;0
53092;3115;2;3;1;5;0
53151;3118;6;3;1;5;0
53303;3127;3;2;8;5;0
53359;3130;8;3;1;5;0
53469;3137;1;2;8;5;0
53474;3137;4;3;1;5;0
53506;3139;2;2;8;5;0
53647;3147;0;3;1;5;0
53707;3150;6;2;8;5;0
53755;3153;3;3;1;5;0
53848;3159;0;2;8;5;0
53908;3162;5;3;1;5;0
53947;3164;8;2;8;5;0
53982;3167;1;3;1;5;0
54089;3173;2;3;1;5;0
54259;3183;3;2;8;5;0
54290;3185;4;2;8;5;0
54311;3186;6;3;1;5;0
54346;3188;7;3;1;5;0
54458;3194;9;2;8;5;0
54528;3199;0;3;1;5;0
54599;3203;1;2;8;5;0
54638;3205;3;3;1;5;0
54731;3210;7;2;8;5;0
54809;3215;4;3;1;5;0
54827;3216;5;2;8;5;0
54868;3218;9;3;1;5;0
54974;3225;1;3;1;5;0
55047;3229;3;2;8;5;0
55203;3238;6;2;8;5;0
55320;3245;4;2;8;5;0
55476;3254;5;3;1;5;0
55534;3257;8;3;1;5;0
55552;3258;9;2;8;5;0
55587;3261;1;2;8;5;0
55591;3261;3;3;1;5;0
55654;3265;0;2;8;5;0
55725;3269;2;2;8;5;0
55752;3270;7;3;1;5;0
55826;3274;9;3;1;5;0
55924;3281;2;3;1;5;0
56056;3288;9;2;8;5;0
56066;3289;4;3;1;5;0
56107;3291;8;2;8;5;0
56150;3294;5;2;8;5;0
56221;3298;7;2;8;5;0
56257;3301;1;3;1;5;0
56326;3305;4;2;8;5;0
56383;3308;5;3;1;5;0
56395;3309;3;2;8;5;0
56456;3313;0;3;1;5;0
56526;3317;1;2;8;5;0
56574;3319;8;3;1;5;0
56631;3323;2;2;8;5;0
56794;3332;7;3;1;5;0
56830;3334;9;3;1;5;0
56943;3341;3;3;1;5;0
56988;3343;8;2;8;5;0
57045;3347;2;3;1;5;0
57149;3353;0;2;8;5;0
57177;3354;6;3;1;5;0
57244;3358;5;2;8;5;0
57258;3359;4;3;1;5;0
57386;3367;1;3;1;5;0
57444;3370;6;2;8;5;0
57483;3372;9;2;8;5;0
57531;3375;8;3;1;5;0
57663;3383;2;2;8;5;0
57693;3385;0;3;1;5;0
57742;3387;8;2;8;5;0
57836;3393;4;2;8;5;0
57905;3397;3;2;8;5;0
57939;3399;2;3;1;5;0
57993;3402;6;3;1;5;0
58048;3405;8;3;1;5;0
58140;3411;1;2;8;5;0
58163;3412;5;3;1;5;0
58212;3415;3;3;1;5;0
58372;3424;7;2;8;5;0
58431;3427;8;2;8;5;0
58460;3429;4;3;1;5;0
58481;3430;6;2;8;5;0
58523;3433;0;2;8;5;0
58620;3438;9;3;1;5;0
58733;3445;4;2;8;5;0
58764;3447;1;3;1;5;0
58913;3455;8;3;1;5;0
59004;3461;1;2;8;5;0
59041;3463;3;2;8;5;0
59043;3463;4;3;1;5;0
59237;3474;5;2;8;5;0
59246;3475;0;3;1;5;0
59305;3478;6;3;1;5;0
59341;3480;7;3;1;5;0
59391;3483;4;2;8;5;0
59580;3494;6;2;8;5;0
59624;3497;1;3;1;5;0
59688;3500;9;2;8;5;0
59694;3501;3;3;1;5;0
59732;3503;8;2;8;5;0
59744;3504;5;3;1;5;0
59864;3511;4;3;1;5;0
59961;3516;9;3;1;5;0
60042;3521;8;3;1;5;0
60056;3522;7;2;8;5;0
60126;3527;2;2;8;5;0
60253;3535;0;2;8;5;0
60317;3538;9;2;8;5;0
60424;3545;3;2;8;5;0
60482;3548;7;3;1;5;0
60538;3551;8;2;8;5;0
60596;3555;0;3;1;5;0
60669;3559;4;2;8;5;0
60712;3561;8;3;1;5;0
60801;3566;9;3;1;5;0
60840;3569;1;2;8;5;0
60860;3570;2;3;1;5;0
60984;3577;3;3;1;5;0
61068;3582;6;3;1;5;0
61106;3584;7;2;8;5;0
61117;3585;4;3;1;5;0
61252;3593;3;2;8;5;0
61360;3599;8;2;8;5;0
61518;3608;9;2;8;5;0
61572;3612;2;2;8;5;0
61619;3615;0;2;8;5;0
61655;3617;1;3;1;5;0
61695;3619;4;2;8;5;0
61767;3623;8;3;1;5;0
61815;3626;6;2;8;5;0
61816;3626;7;3;1;5;0
61891;3630;9;3;1;5;0
61956;3634;5;2;8;5;0
62123;3644;2;3;1;5;0
62197;3648;5;3;1;5;0
62237;3650;9;2;8;5;0
62268;3652;6;3;1;5;0
62343;3657;3;3;1;5;0
